adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/wNAhuOZ3Zf84jCIlrcI6JhgmY5q.jpg,"[28, 878, 12]",786892,en,Furiosa: A Mad Max Saga,"As the world falls, young Furiosa is snatched from the Green Place of Many Mothers into the hands of a great biker horde led by the warlord Dementus. Sweeping through the wasteland, they encounter the citadel presided over by Immortan Joe. The two tyrants wage war for dominance, and Furiosa must survive many trials as she puts together the means to find her way home.",213.562,/iADOJ8Zymht2JPMoy3R7xceZprc.jpg,2024-05-22,Furiosa: A Mad Max Saga,False,7.533,3502
False,/5JrZAtyk3LwiiAWLW0kwz41XZJC.jpg,"[12, 14, 28]",122,en,The Lord of the Rings: The Return of the King,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",213.013,/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,2003-12-17,The Lord of the Rings: The Return of the King,False,8.5,24264
False,/hPIWQT70wQK6akqfLXByEvr62u0.jpg,"[28, 53, 27, 878]",726139,ko,탈출: 프로젝트 사일런스,"Due to sudden deteriorating weather conditions, visibility on the Airport Bridge is severely impaired, leaving people stranded and at risk of the bridge collapsing due to a series of chain collisions and explosions. Amidst the chaos, the canine subjects ""Echo"" from the military experiment ""Project Silence,"" who were being transported in secret, break free, and all human survivors become targets of relentless attacks.",211.856,/nUKfbKv4RD1YxlsNWd0BwabEf3P.jpg,2024-07-11,Project Silence,False,7.0,248
False,/xSQjJiAYiLdpVU20iSDAQisAVJY.jpg,[27],1287717,es,No entres,"Two working class youtubers ‘in the making’ enter an abandoned mansion to get their basketball back, and get lost inside while pranking each other. They record their ‘quick adventure’ with their phones for their audience, and tweak it with a fake phantom appearance to attract more followers to their YouTube channel. When uploaded the video goes viral, so they start a challenge: if the video reaches a certain number of views, they will enter the house again, at night, alone, totally unprotected. As fans react positively, they will do as promised, not only to discover and unveil the true nature of the place and their inhabitants, but to realize they might not be among the living anymore. Which opens a question - how far would you go to be famous?",210.778,/1iPuEIcybEc9Y6aKJ8BGAnMadFX.jpg,2024-08-06,Do Not Enter,False,7.4,85
False,/zfbjgQE1uSd9wiPTX4VzsLi0rGG.jpg,"[18, 80]",278,en,The Shawshank Redemption,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",209.07,/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg,1994-09-23,The Shawshank Redemption,False,8.708,27232
False,/oBmwaZ3NVa3JyZnv1qCo0znxjUw.jpg,"[80, 27, 53]",1029281,en,Strange Darling,Nothing is what it seems when a twisted one-night stand spirals into a serial killer’s vicious murder spree.,206.622,/kWNCRgt3ocv19bYO0sk7TRuZuFY.jpg,2024-08-22,Strange Darling,False,7.0,257
False,/pAT3Ie1lxxGBJn0USyxcUgBjw76.jpg,[18],1214484,sv,Släpp taget,A jaded mother makes a last-ditch effort to keep her family together by taking them on a trip to their teenage daughter’s pole dancing competition.,205.149,/hIJRqqAaMUtQ13mZL6lCE6myhXH.jpg,2024-11-01,Let Go,False,8.0,223
False,/rI9Mh0Q0XAtqTiSgKI0M2fflO1X.jpg,"[16, 35]",1329336,en,The Bad Guys: Haunted Heist,The crafty Bad Guys crew embarks on a high-stakes Halloween heist to swipe a priceless amulet from a spooky mansion. What could go wrong?,204.128,/oEJC05CqPugMxC4rFu9r6r6vg6m.jpg,2024-10-02,The Bad Guys: Haunted Heist,False,7.2,90
False,/bEJyUUygNSLhe4BPykEHf3hPnsh.jpg,"[28, 53]",1145491,en,Operation Black Ops,"A group of mercenaries are hired to overthrow a Neo-Nazi stronghold nestled deep in the heart of Texas, only to discover they are protecting nuclear codes that could ignite World War III.",203.294,/vMgkjQM2fHirExilsTZWJTqL33G.jpg,2023-07-11,Operation Black Ops,False,5.6,39
False,/vf7BYmweDLZptuTSjq8Lo044aaj.jpg,"[28, 53]",1094974,en,Take Cover,A burned-out professional sniper finds himself trapped in an all-glass penthouse by a lethal competitor and must find a way to survive and escape with little to no cover between him and the killer.,201.623,/xNLiMNyFzKTL9PVIEulG55Hei8j.jpg,2024-10-04,Take Cover,False,6.9,70
False,/2KGxQFV9Wp1MshPBf8BuqWUgVAz.jpg,"[16, 28, 12, 35, 10751]",940551,en,Migration,"After a migrating duck family alights on their pond with thrilling tales of far-flung places, the Mallard family embarks on a family road trip, from New England, to New York City, to tropical Jamaica.",199.614,/apQL85BMRgkBWQq6pBXKOLfCyaV.jpg,2023-12-06,Migration,False,7.437,1830
False,/yGjpT94EoeGQQh1vQ1KEXAQnGoB.jpg,"[53, 27]",1063877,en,Don't Move,"A grieving woman in a secluded forest encounters a killer who injects her with a paralytic drug. As her body shuts down, her fight for survival begins.",198.718,/cRDJxdnRb7ikKd6fVJTrGeaL34v.jpg,2024-10-24,Don't Move,False,6.423,570
False,/r9oTasGQofvkQY5vlUXglneF64Z.jpg,"[28, 35]",1029575,en,The Family Plan,"Dan Morgan is many things: a devoted husband, a loving father, a celebrated car salesman. He's also a former assassin. And when his past catches up to his present, he's forced to take his unsuspecting family on a road trip unlike any other.",197.417,/jLLtx3nTRSLGPAKl4RoIv1FbEBr.jpg,2023-12-14,The Family Plan,False,7.265,1389
False,/9iRRfMZbnpgHDdKi2lczGGYZXDo.jpg,"[12, 10751, 14]",411,en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",193.666,/iREd0rNCjYdf5Ar0vfaW32yrkm.jpg,2005-12-07,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",False,7.135,10616
False,,"[18, 10749]",1149913,id,TOGEFILM - Mei Mei,,191.574,/mCJ6shuScPnCh2CS68sPMxGH4UP.jpg,2023-04-06,TOGEFILM - Mei Mei,False,10.0,1
False,/4mN2sHsGBR7NEQaUU34S6VAnj97.jpg,"[28, 53, 80]",1147710,ko,하이재킹,"Pilots Tae-in and Gyu-sik are set to fly to Gimpo. Under the guidance of flight attendant Ok-soon, passengers are busy boarding. However, shortly after takeoff, a homemade bomb explodes, turning the cabin into chaos.",191.389,/68jNkFi61MQjrJEqj2up5wZ4w5R.jpg,2024-06-21,Hijack 1971,False,6.3,78
False,/2vFuG6bWGyQUzYS9d69E5l85nIz.jpg,"[878, 12, 28]",667538,en,Transformers: Rise of the Beasts,"When a new threat capable of destroying the entire planet emerges, Optimus Prime and the Autobots must team up with a powerful faction known as the Maximals. With the fate of humanity hanging in the balance, humans Noah and Elena will do whatever it takes to help the Transformers as they engage in the ultimate battle to save Earth.",190.926,/gPbM0MK8CP8A174rmUwGsADNYKD.jpg,2023-06-06,Transformers: Rise of the Beasts,False,7.3,4622
False,/7ks7A3mAO7twDOvBVE4cR8LaIM8.jpg,"[16, 28, 18]",1104844,ja,劇場版ブルーロック -EPISODE 凪-,"""That's a hassle."" That was second-year high schooler Nagi Seishirou's favorite phrase as he lived his dull life. Until Mikage Reo, a classmate who dreamed of winning the World Cup, discovered Nagi's hidden skill, inspiring him to play soccer and share his outstanding talent. One day, Nagi Seishiro receives an invitation to the mysterious Blue Lock Project. What awaits him there is an encounter with the finest strikers assembled from across the country. Nagi's dream of becoming the best, alongside Mikage Reo, will take this prodigy to a world he's never known.",190.596,/ae434jM5NG2kKX1rRkG5giMhpPI.jpg,2024-04-19,BLUE LOCK THE MOVIE -EPISODE NAGI-,False,7.406,112
False,/xOMo8BRK7PfcJv9JCnx7s5hj0PX.jpg,"[878, 12]",693134,en,Dune: Part Two,"Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.",189.976,/6izwz7rsy95ARzTR3poZ8H6c5pp.jpg,2024-02-27,Dune: Part Two,False,8.15,5680
False,/mKOBdgaEFguADkJhfFslY7TYxIh.jpg,"[28, 878, 35]",365177,en,Borderlands,"Returning to her home planet, an infamous bounty hunter forms an unexpected alliance with a team of unlikely heroes. Together, they battle monsters and dangerous bandits to protect a young girl who holds the key to unimaginable power.",188.255,/3NPUQ6Ywayb5ES2IP1HWrDRt1Gc.jpg,2024-08-07,Borderlands,False,5.811,842
False,/x2RS3uTcsJJ9IfjNPcgDmukoEcQ.jpg,"[12, 14, 28]",120,en,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",187.651,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,False,8.415,25223
False,/4gQzCQqqY6fsDU3gtz45tdGztJp.jpg,"[28, 53]",1154223,fr,Tigres et Hyènes,"Malik, a young Parisian hustler, discovers that his stepfather Serge, a famous bank robber, has been arrested along with his accomplices. During the trial, Iris, one of the accused's lawyers, Chérif, requests Malik to accept a dangerous heist in exchange for Serge and her client's liberty. Malik must convince and reunite Chérif's former partners to accomplish this high-risk stickup.",186.369,/vb6qzT0egUPHcmUwusPNl9j943p.jpg,2024-11-22,Hunting With Tigers,False,6.3,23
False,/56zyPe0upEjmOOUHsid42wcYg9K.jpg,"[12, 14, 9648, 27]",928480,en,Monster Summer,"When a mysterious force begins to disrupt their big summer fun, Noah and his friends team up with a retired police detective to embark on a monstrous adventure to save their island.",185.893,/zD2UZkh0DwbDEMuOKIR7jgwgulZ.jpg,2024-10-04,Monster Summer,False,6.5,39
False,/zhoR3SwYxXyKzGwbz4DBgkyeFfv.jpg,"[10749, 18, 35]",1139566,es,A través de mi ventana 3: A través de tu mirada,"After the events of the summer, Ares and Raquel they don't see a way forward in their relationship and decide to go separate ways. But when they meet again in the winter in Barcelona, the love and desire they feel for each other is undeniable. Will they be able to find a way to get back together?",185.098,/gwpTgtwVAwmvivBN8rAQABpx9Am.jpg,2024-02-23,Through My Window 3: Looking at You,False,6.9,540
False,/p5kpFS0P3lIwzwzHBOULQovNWyj.jpg,"[53, 80]",1032823,en,Trap,"A father and teen daughter attend a pop concert, where they realize they're at the center of a dark and sinister event.",185.035,/jwoaKYVqPgYemFpaANL941EF94R.jpg,2024-07-31,Trap,False,6.438,1704
False,/zD5v1E4joAzFvmAEytt7fM3ivyT.jpg,"[28, 12, 878]",634649,en,Spider-Man: No Way Home,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",183.861,/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg,2021-12-15,Spider-Man: No Way Home,False,8.0,20161
False,/l8OyAXEp5FKZWmDhqJMbiwAEvz.jpg,"[27, 18]",814889,en,Never Let Go,"As an evil takes over the world beyond their front doorstep, the only protection for a mother and her twin sons is their house and their family’s protective bond.",183.621,/3EpZ2ksjijmdr8BhISP03PYzNFW.jpg,2024-09-18,Never Let Go,False,6.3,244
False,/k0hlAzTryCYX1O1LyC6P8tAa8s0.jpg,"[28, 12, 878]",102382,en,The Amazing Spider-Man 2,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",183.088,/kV61FAIsRWZP6JhgWFOKug9RbBx.jpg,2014-04-16,The Amazing Spider-Man 2,False,6.513,13211
False,/7I6VUdPj6tQECNHdviJkUHD2u89.jpg,"[28, 53, 80]",603692,en,John Wick: Chapter 4,"With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",183.085,/vZloFAK7NmvMGKE7VkF5UHaz0I.jpg,2023-03-22,John Wick: Chapter 4,False,7.7,6555
False,/mDfJG3LC3Dqb67AZ52x3Z0jU0uB.jpg,"[12, 28, 878]",299536,en,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",182.712,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,2018-04-25,Avengers: Infinity War,False,8.243,29773
False,/zAqBIeO71BFL7bAtP5TFzVjVamy.jpg,"[10749, 18]",1079091,en,It Ends with Us,"When a woman's first love suddenly reenters her life, her relationship with a charming, but abusive neurosurgeon is upended, and she realizes she must learn to rely on her own strength to make an impossible choice for her future.",182.05,/cSMdFWmajaX4oUMLx7HEDI84GkP.jpg,2024-08-07,It Ends with Us,False,7.248,1105
False,/9juRmk8QjcsUcbrevVu5t8VZy5G.jpg,"[28, 12, 80, 53]",923667,cn,九龍城寨之圍城,"In 1980s Hong Kong, troubled youth Chan Lok-kwun, a mainland refugee, struggles to survive in the Kowloon Walled City by joining underground fights. Betrayed by crime boss Mr. Big while trying to buy a fake ID, he steals drugs from him and seeks refuge in the Walled City, where he encounters Cyclone, a compassionate yet authoritative crime lord.",181.035,/h0tunBO4tMjvKVVG7fXqHgwOr5C.jpg,2024-04-23,Twilight of the Warriors: Walled In,False,6.9,250
False,/mgY8An5qVCgLh97KOWeJVJarskL.jpg,"[18, 10749, 53]",216015,en,Fifty Shades of Grey,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",180.972,/63kGofUkt1Mx0SIL4XI4Z5AoSgt.jpg,2015-02-11,Fifty Shades of Grey,False,5.9,11748
False,/6XjMwQTvnICBz6TguiDKkDVHvgS.jpg,"[27, 878, 53]",762441,en,A Quiet Place: Day One,"As New York City is invaded by alien creatures who hunt by sound, a woman named Sam fights to survive with her cat.",180.008,/hU42CRk14JuPEdqZG3AWmagiPAP.jpg,2024-06-26,A Quiet Place: Day One,False,6.792,2169
False,/bAO9hLGRWOJMUFXmKwa4kST6I5N.jpg,"[28, 35, 80]",616446,en,Brothers,"A reformed criminal's attempt at going straight is derailed when he reunites with his sanity-testing twin brother on a road trip for the score of a lifetime. Dodging bullets, the law, and an overbearing mother along the way, they must heal their severed family bond before they end up killing each other.",180.007,/Akweo95FGyDpucYVT81h0SbX8Ky.jpg,2024-10-10,Brothers,False,6.0,202
False,/3C3LTPEdkH0la3LMbCEgMXzMHlh.jpg,"[80, 53, 28]",1047373,en,The Silent Hour,"While working a case as an interpreter, a hearing-impaired police detective must confront a group of criminals trying to eliminate a deaf murder witness in her apartment building.",179.704,/j736cRzBtEPCm0nHnpRN1prqiqj.jpg,2024-10-03,The Silent Hour,False,6.3,66
False,/rXYejcyn762o3cjp9OYfyVR3QpY.jpg,[18],940139,en,Here,"An odyssey through time and memory, centered around a place in New England where—from wilderness, and then, later, from a home—love, loss, struggle, hope and legacy play out between couples and families over generations.",177.738,/79euHUJJtfgeGU63ef38KtNjXEn.jpg,2024-10-30,Here,False,6.5,72
False,/tmU7GeKVybMWFButWEGl2M4GeiP.jpg,"[18, 80]",238,en,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",177.392,/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,1972-03-14,The Godfather,False,8.69,20678
False,/viKEEaaCaZ0hZ2nGuvIEozlLooL.jpg,"[27, 9648, 53]",1023922,en,MaXXXine,"In 1980s Hollywood, adult film star and aspiring actress Maxine Minx finally gets her big break. But as a mysterious killer stalks the starlets of Hollywood, a trail of blood threatens to reveal her sinister past.",175.263,/ArvoFK6nlouZRxYmtIOUzKIrg90.jpg,2024-07-04,MaXXXine,False,6.415,805
False,/kVd3a9YeLGkoeR50jGEXM6EqseS.jpg,"[16, 28, 12, 878]",569094,en,Spider-Man: Across the Spider-Verse,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",174.849,/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,2023-05-31,Spider-Man: Across the Spider-Verse,False,8.354,7022
False,/nG5zmbVeYlcDhckrPAe06fArywn.jpg,"[10749, 878, 18]",152601,en,Her,"In the not so distant future, Theodore, a lonely writer, purchases a newly developed operating system designed to meet the user's every need. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",172.893,/lEIaL12hSkqqe83kgADkbUqEnvk.jpg,2013-12-18,Her,False,7.9,14231
False,/rWs3Q9bT7zCH6t004z67UGuWUwu.jpg,"[16, 35, 10751, 14, 12]",645757,en,That Christmas,It's an unforgettable Christmas for the townsfolk of Wellington-on-Sea when the worst snowstorm in history alters everyone's plans — including Santa's.,171.741,/bX6dx2U4hOk1esI7mYwtD3cEKdC.jpg,2024-11-27,That Christmas,False,7.2,39
False,/9n2tJBplPbgR2ca05hS5CKXwP2c.jpg,"[16, 10751, 12, 14, 35]",502356,en,The Super Mario Bros. Movie,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",171.604,/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,2023-04-05,The Super Mario Bros. Movie,False,7.642,9183
False,/1fL2S8LKxCVE9KoPRBXeagmBtex.jpg,"[27, 53]",1114513,en,Speak No Evil,"When an American family is invited to spend the weekend at the idyllic country estate of a charming British family they befriended on vacation, what begins as a dream holiday soon warps into a snarled psychological nightmare.",170.882,/fDtkrO2OAF8LKQTdzYmu1Y7lCLB.jpg,2024-09-11,Speak No Evil,False,7.334,1002
False,/n74r1dfTqnArIGC8VNU8k0gHf04.jpg,"[35, 18, 10749]",22705,it,Tra(sgre)dire,"While scouting out apartments in London for her Venetian boyfriend, Carla rents an apartment overlooking the Thames. There, she meets the lesbian hyper-horny real estate agent Moira.",170.299,/7gqcEgJfTltbLo76nZTl8umgM1Y.jpg,2000-01-28,Cheeky,False,5.7,256
False,/iYLKMV7PIBtFmtygRrhSiyzcVsF.jpg,"[12, 35, 10751, 16]",277834,en,Moana,"In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.",170.052,/9tzN8sPbyod2dsa0lwuvrwBDWra.jpg,2016-10-13,Moana,False,7.568,12507
False,/naNXYdBzTEb1KwOdi1RbBkM9Zv1.jpg,"[27, 53]",420634,en,Terrifier,A maniacal clown named Art terrorizes three young women on Halloween night and everyone else who stands in his way.,169.682,/fjXqhGmaeQpB73WerhrYU6HlyV5.jpg,2018-01-25,Terrifier,False,6.4,2503
False,/en3GU5uGkKaYmSyetHV4csHHiH3.jpg,"[10752, 28, 18]",929590,en,Civil War,"In the near future, a group of war journalists attempt to survive while reporting the truth as the United States stands on the brink of civil war.",168.709,/sh7Rg8Er3tFcN9BpKIPOMvALgZd.jpg,2024-04-10,Civil War,False,6.904,2853
False,/n3JeGELHa9V6k9mL81ItMxWLSS6.jpg,"[28, 53, 27]",1129598,en,Prey,A young couple is compelled to leave their Christian missionary station in the Kalahari Desert after being threatened with death by an extremist militant gang. After crashing their aircraft they must battle man and beast for their lives.,168.298,/aOsPclgSiOqhndI2Xp2ksz2g9n6.jpg,2024-03-15,Prey,False,6.292,283
False,/yHzyPJrVqlTySQ9mc379yxrLBYQ.jpg,"[12, 14]",672,en,Harry Potter and the Chamber of Secrets,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",168.118,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,2002-11-13,Harry Potter and the Chamber of Secrets,False,7.7,21967
False,/iPHsjvbFyGbeCEDC7u8Ib8U1zS6.jpg,"[35, 18]",947891,en,My Old Ass,"An 18th birthday mushroom trip brings free-spirited Elliott face-to-face with her wisecracking 39-year-old self. But when Elliott’s ""old ass"" starts handing out warnings about what her younger self should and shouldn't do, Elliott realizes she has to rethink everything about family, love, and what's becoming a transformative summer.",167.346,/yUs4Sw9AyTg2sA1qWBkNpD2mGSj.jpg,2024-09-13,My Old Ass,False,6.8,154
False,/p4INKu77iuTG1o1a5N3Y9vqeEGq.jpg,"[27, 53]",1079485,en,Winnie-the-Pooh: Blood and Honey 2,"Five months following the murders, Christopher Robin struggles to maintain a regular life while dealing with PTSD. However, deep within the 100-Acre-Wood, a destructive rage grows as Pooh, Piglet, Owl, and Tigger find their home and their lives endangered after their existence is revealed.",167.094,/2sADrLwMQof6yYmrJRSa04tFZuS.jpg,2024-03-26,Winnie-the-Pooh: Blood and Honey 2,False,6.141,284
False,/cyecB7godJ6kNHGONFjUyVN9OX5.jpg,"[28, 878, 12]",1726,en,Iron Man,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",166.922,/78lPtwv72eTNqFW9COBYI0dWDJa.jpg,2008-04-30,Iron Man,False,7.648,26366
False,,"[53, 28]",1153291,es,Llamada privada,"A mysterious phone call will change the life of the writer Valentino Lombardi and his family. He will be violently harassed by a psychopath who will play the bloodiest and most macabre horror story with him. But that's not all, for years he has studied it and will take revenge by torturing anyone who meddles. They must fight to survive and face such an atrocity. Who is it? And what do you want?",166.79,/tUjSG0q3NghJ1UT9KzDUq3EyjJk.jpg,2023-07-11,Private call,False,7.0,2
False,/vhbXuEonV3wc8k48qhucWrx49Fv.jpg,"[16, 35, 10751, 14]",269509,en,The Canterville Ghost,"An American family moves in to the Canterville Chase, a London mansion that has been haunted by ghost Sir Simon De Canterville for 300 years.",166.648,/dFu8oHN805ZRzpQZNOjkiLzMbep.jpg,2023-09-22,The Canterville Ghost,False,6.3,27
False,/kRAlzWh5JerOy7lfm9k3vGlBlV2.jpg,"[27, 53, 35]",1225977,en,Last Night at Terrace Lanes,"When a bloodthirsty cult invades a bowling alley on its final night of operation, a high schooler on a date from hell, must join forces with her survivalist dad to fend off the crazed murderers.",165.51,/2yxKZFOVIcNSXqABn9KqGHlBDHZ.jpg,2024-01-16,Last Night at Terrace Lanes,False,5.5,4
False,/5VYqB2T9L0WetvN9Bxk3Wg4vKoJ.jpg,"[27, 9648]",1328814,en,Amityville: Where the Echo Lives,"When paranormal investigator Heather West receives a call from a terrified woman who claims her house is inhabited by a ghost, she discovers the building has a horrifying history. After a presence from beyond our world reaches out to her, Heather begins to feel a pull to the other side of the spirit plane. Can this hunter of specters deliver an innocent soul to a place of peace and discover an eternal truth in time to save her own life?",165.49,/jqhAgE9ceTX8f9xTcqBlmXSuMG3.jpg,2024-10-28,Amityville: Where the Echo Lives,False,6.3,8
False,/vHJlbhsXrZ5yrO2KqCbGSIU6fRX.jpg,"[28, 9648, 878, 53]",198663,en,The Maze Runner,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.",165.391,/ode14q7WtDugFDp78fo9lCsmay9.jpg,2014-09-10,The Maze Runner,False,7.189,16985
False,/m7SBIIL6Y6Df6a8oqWwHzWLzo80.jpg,"[28, 12, 10751, 35]",675353,en,Sonic the Hedgehog 2,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",164.0,/6DrHO1jr3qVrViUO6s6kFiAGM7.jpg,2022-03-30,Sonic the Hedgehog 2,False,7.5,4999
False,/7aPrv2HFssWcOtpig5G3HEVk3uS.jpg,"[53, 28]",718821,en,Twisters,"As storm season intensifies, the paths of former storm chaser Kate Carter and reckless social-media superstar Tyler Owens collide when terrifying phenomena never seen before are unleashed. The pair and their competing teams find themselves squarely in the paths of multiple storm systems converging over central Oklahoma in the fight of their lives.",163.374,/pjnD08FlMAIXsfOLKQbvmO0f0MD.jpg,2024-07-10,Twisters,False,6.933,1898
False,/z62CBlBBBOoNUuuxZ1jMAcq5ARE.jpg,"[16, 10749, 14, 10751]",10198,en,The Princess and the Frog,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",162.039,/v6nAUs62OJ4DXmnnmPFeVmMz8H9.jpg,2009-12-08,The Princess and the Frog,False,7.2,5591
False,/xNNF4l1OVscJNchJc5xvejHzTDO.jpg,"[18, 10749]",370663,en,Below Her Mouth,An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.,161.5,/nTGbq37hYLuNy7YgMg0gVLma0NS.jpg,2017-02-10,Below Her Mouth,False,6.8,1181
False,/y8Mabq84N0d5fm83CWb9Zkltkwr.jpg,"[16, 12, 10751, 14]",5255,en,The Polar Express,"When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.",161.326,/eOoCzH0MqeGr2taUZO4SwG416PF.jpg,2004-11-10,The Polar Express,False,6.7,6270
False,/bkENfmxUY3UYsRLizJAhF5IQPvS.jpg,"[28, 80, 53]",1025596,en,Blood for Dust,"Reckless Ricky makes serious money dealing illegal weapons throughout the tri-state area and loves to flaunt it. Traveling salesman Cliff, covers the same territory Ricky runs guns through. Desperate to find some financial relief for his struggling family, Cliff agrees to partner with Ricky, to commit cross-state drug and gun deliveries for a mid-level American cartel boss John. When a simple exchange turns into a bloodbath after Ricky kills everyone in a territory grab, the pair find themselves in a pressure cooker situation where unlikely drug dealer Cliff must fight as hard as he can to stay alive.",161.016,/nvaCnkl8RilLhVAQXPFei0tqkqW.jpg,2024-04-19,Blood for Dust,False,5.716,51
